timeraw,date,change,elo,rank
1682226933,"Sunday, April 23, 2023 5:15 AM",-20,1711,"Diamond 3"
1682228798,"Sunday, April 23, 2023 5:46 AM",21,1732,"Diamond 3"
1682230963,"Sunday, April 23, 2023 6:22 AM",-17,1715,"Diamond 3"
1682294181,"Sunday, April 23, 2023 11:56 PM",-23,1700,"Diamond 3"
1682307175,"Monday, April 24, 2023 3:32 AM",18,1718,"Diamond 3"
1682309193,"Monday, April 24, 2023 4:06 AM",-17,1701,"Diamond 3"
1682311463,"Monday, April 24, 2023 4:44 AM",-22,1700,"Diamond 3"
1682557720,"Thursday, April 27, 2023 1:08 AM",-15,1685,"Diamond 2"
1682562350,"Thursday, April 27, 2023 2:25 AM",23,1710,"Diamond 3"
1682564361,"Thursday, April 27, 2023 2:59 AM",-21,1700,"Diamond 3"
1682566486,"Thursday, April 27, 2023 3:34 AM",-23,1677,"Diamond 2"
1682570991,"Thursday, April 27, 2023 4:49 AM",-17,1660,"Diamond 2"
1682573984,"Thursday, April 27, 2023 5:39 AM",18,1678,"Diamond 2"
1682652567,"Friday, April 28, 2023 3:29 AM",15,1693,"Diamond 2"
1682655093,"Friday, April 28, 2023 4:11 AM",21,1714,"Diamond 3"
1682657433,"Friday, April 28, 2023 4:50 AM",22,1736,"Diamond 3"
1682659101,"Friday, April 28, 2023 5:18 AM",18,1754,"Diamond 3"
1682661709,"Friday, April 28, 2023 6:01 AM",15,1769,"Diamond 3"
1682664119,"Friday, April 28, 2023 6:41 AM",17,1786,"Diamond 3"
1682666244,"Friday, April 28, 2023 7:17 AM",16,1810,"Ascendant 1"
1682742272,"Saturday, April 29, 2023 4:24 AM",13,1823,"Ascendant 1"
1682744779,"Saturday, April 29, 2023 5:06 AM",-18,1805,"Ascendant 1"
1683003236,"Tuesday, May 2, 2023 4:53 AM",20,1825,"Ascendant 1"
1683085707,"Wednesday, May 3, 2023 3:48 AM",-21,1804,"Ascendant 1"
1683087721,"Wednesday, May 3, 2023 4:22 AM",-22,1800,"Ascendant 1"
1683096234,"Wednesday, May 3, 2023 6:43 AM",15,1815,"Ascendant 1"
1683171917,"Thursday, May 4, 2023 3:45 AM",-19,1800,"Ascendant 1"
1683173675,"Thursday, May 4, 2023 4:14 AM",-20,1780,"Diamond 3"
1683176483,"Thursday, May 4, 2023 5:01 AM",14,1794,"Diamond 3"
1683178953,"Thursday, May 4, 2023 5:42 AM",21,1815,"Ascendant 1"
1683263206,"Friday, May 5, 2023 5:06 AM",14,1829,"Ascendant 1"
1683266086,"Friday, May 5, 2023 5:54 AM",0,1829,"Ascendant 1"
1683269138,"Friday, May 5, 2023 6:45 AM",18,1847,"Ascendant 1"
1683414994,"Saturday, May 6, 2023 11:16 PM",-14,1833,"Ascendant 1"
1684629072,"Sunday, May 21, 2023 12:31 AM",-25,1808,"Ascendant 1"
1684632158,"Sunday, May 21, 2023 1:22 AM",18,1826,"Ascendant 1"
1684885250,"Tuesday, May 23, 2023 11:40 PM",-15,1811,"Ascendant 1"
1684887603,"Wednesday, May 24, 2023 12:20 AM",15,1826,"Ascendant 1"
1685153288,"Saturday, May 27, 2023 2:08 AM",20,1846,"Ascendant 1"
1685161900,"Saturday, May 27, 2023 4:31 AM",-23,1823,"Ascendant 1"
1685163899,"Saturday, May 27, 2023 5:04 AM",-21,1802,"Ascendant 1"
1685313666,"Sunday, May 28, 2023 10:41 PM",-14,1800,"Ascendant 1"
1685316446,"Sunday, May 28, 2023 11:27 PM",16,1816,"Ascendant 1"
1685379010,"Monday, May 29, 2023 4:50 PM",9,1825,"Ascendant 1"
