timeraw,date,change,elo,rank
1682202173,"Saturday, April 22, 2023 10:22 PM",-18,1876,"Ascendant 1"
1682204255,"Saturday, April 22, 2023 10:57 PM",20,1896,"Ascendant 1"
1682209029,"Sunday, April 23, 2023 12:17 AM",-15,1881,"Ascendant 1"
1682282150,"Sunday, April 23, 2023 8:35 PM",-16,1865,"Ascendant 1"
1682284119,"Sunday, April 23, 2023 9:08 PM",-17,1848,"Ascendant 1"
1682447204,"Tuesday, April 25, 2023 6:26 PM",-18,1830,"Ascendant 1"
1682449388,"Tuesday, April 25, 2023 7:03 PM",-14,1816,"Ascendant 1"
1682459312,"Tuesday, April 25, 2023 9:48 PM",17,1833,"Ascendant 1"
1682544639,"Wednesday, April 26, 2023 9:30 PM",17,1850,"Ascendant 1"
1682557014,"Thursday, April 27, 2023 12:56 AM",-17,1833,"Ascendant 1"
1682616321,"Thursday, April 27, 2023 5:25 PM",-19,1814,"Ascendant 1"
1682618055,"Thursday, April 27, 2023 5:54 PM",-19,1800,"Ascendant 1"
1682808742,"Saturday, April 29, 2023 10:52 PM",19,1819,"Ascendant 1"
1682971010,"Monday, May 1, 2023 7:56 PM",-21,1800,"Ascendant 1"
1682973497,"Monday, May 1, 2023 8:38 PM",-16,1784,"Diamond 3"
1682976040,"Monday, May 1, 2023 9:20 PM",-17,1767,"Diamond 3"
1683077293,"Wednesday, May 3, 2023 1:28 AM",-16,1751,"Diamond 3"
1683080314,"Wednesday, May 3, 2023 2:18 AM",-19,1732,"Diamond 3"
1683335061,"Saturday, May 6, 2023 1:04 AM",-20,1712,"Diamond 3"
1683390202,"Saturday, May 6, 2023 4:23 PM",19,1731,"Diamond 3"
1683414994,"Saturday, May 6, 2023 11:16 PM",-12,1719,"Diamond 3"
1683455931,"Sunday, May 7, 2023 10:38 AM",20,1739,"Diamond 3"
1683457542,"Sunday, May 7, 2023 11:05 AM",19,1758,"Diamond 3"
1683586040,"Monday, May 8, 2023 10:47 PM",-14,1744,"Diamond 3"
1683750479,"Wednesday, May 10, 2023 8:27 PM",17,1761,"Diamond 3"
1683753126,"Wednesday, May 10, 2023 9:12 PM",-16,1745,"Diamond 3"
1683882396,"Friday, May 12, 2023 9:06 AM",19,1764,"Diamond 3"
1683914269,"Friday, May 12, 2023 5:57 PM",0,1764,"Diamond 3"
1683917346,"Friday, May 12, 2023 6:49 PM",-23,1741,"Diamond 3"
1683918991,"Friday, May 12, 2023 7:16 PM",-15,1726,"Diamond 3"
1683924984,"Friday, May 12, 2023 8:56 PM",-18,1708,"Diamond 3"
1684443131,"Thursday, May 18, 2023 8:52 PM",20,1728,"Diamond 3"
1684455618,"Friday, May 19, 2023 12:20 AM",16,1744,"Diamond 3"
1684460891,"Friday, May 19, 2023 1:48 AM",23,1767,"Diamond 3"
1684463126,"Friday, May 19, 2023 2:25 AM",-15,1752,"Diamond 3"
1684466050,"Friday, May 19, 2023 3:14 AM",14,1766,"Diamond 3"
1684468957,"Friday, May 19, 2023 4:02 AM",-16,1750,"Diamond 3"
1684471058,"Friday, May 19, 2023 4:37 AM",16,1766,"Diamond 3"
1684473333,"Friday, May 19, 2023 5:15 AM",-16,1750,"Diamond 3"
1684475519,"Friday, May 19, 2023 5:51 AM",-18,1732,"Diamond 3"
1684476248,"Friday, May 19, 2023 6:04 AM",-19,1713,"Diamond 3"
1684518520,"Friday, May 19, 2023 5:48 PM",-20,1700,"Diamond 3"
1684527869,"Friday, May 19, 2023 8:24 PM",-23,1677,"Diamond 2"
1684546965,"Saturday, May 20, 2023 1:42 AM",-18,1659,"Diamond 2"
1684578169,"Saturday, May 20, 2023 10:22 AM",0,1659,"Diamond 2"
1684739933,"Monday, May 22, 2023 7:18 AM",-20,1639,"Diamond 2"
1684742445,"Monday, May 22, 2023 8:00 AM",17,1656,"Diamond 2"
1684777093,"Monday, May 22, 2023 5:38 PM",-21,1635,"Diamond 2"
1684779115,"Monday, May 22, 2023 6:11 PM",-14,1621,"Diamond 2"
1684780993,"Monday, May 22, 2023 6:43 PM",23,1644,"Diamond 2"
1684783048,"Monday, May 22, 2023 7:17 PM",-17,1627,"Diamond 2"
1684787715,"Monday, May 22, 2023 8:35 PM",22,1649,"Diamond 2"
1684790057,"Monday, May 22, 2023 9:14 PM",20,1669,"Diamond 2"
1684845641,"Tuesday, May 23, 2023 12:40 PM",17,1686,"Diamond 2"
1684853040,"Tuesday, May 23, 2023 2:44 PM",20,1710,"Diamond 3"
1684855278,"Tuesday, May 23, 2023 3:21 PM",18,1728,"Diamond 3"
1684869521,"Tuesday, May 23, 2023 7:18 PM",18,1746,"Diamond 3"
1684872062,"Tuesday, May 23, 2023 8:01 PM",21,1767,"Diamond 3"
1684873774,"Tuesday, May 23, 2023 8:29 PM",-22,1745,"Diamond 3"
1684886307,"Tuesday, May 23, 2023 11:58 PM",22,1767,"Diamond 3"
1684888496,"Wednesday, May 24, 2023 12:34 AM",17,1784,"Diamond 3"
1684954750,"Wednesday, May 24, 2023 6:59 PM",-19,1765,"Diamond 3"
1684957705,"Wednesday, May 24, 2023 7:48 PM",21,1786,"Diamond 3"
1685003689,"Thursday, May 25, 2023 8:34 AM",-17,1769,"Diamond 3"
1685006280,"Thursday, May 25, 2023 9:18 AM",18,1787,"Diamond 3"
1685008350,"Thursday, May 25, 2023 9:52 AM",14,1810,"Ascendant 1"
1685421737,"Tuesday, May 30, 2023 4:42 AM",17,1827,"Ascendant 1"
1685434997,"Tuesday, May 30, 2023 8:23 AM",16,1843,"Ascendant 1"
1685470222,"Tuesday, May 30, 2023 6:10 PM",-20,1823,"Ascendant 1"
1685481025,"Tuesday, May 30, 2023 9:10 PM",-13,1810,"Ascendant 1"
1685483760,"Tuesday, May 30, 2023 9:56 PM",-20,1800,"Ascendant 1"
1685520453,"Wednesday, May 31, 2023 8:07 AM",22,1822,"Ascendant 1"
1685521967,"Wednesday, May 31, 2023 8:32 AM",18,1840,"Ascendant 1"
1685571105,"Wednesday, May 31, 2023 10:11 PM",-21,1819,"Ascendant 1"
1685582287,"Thursday, June 1, 2023 1:18 AM",-16,1803,"Ascendant 1"
